tasa_cumplimiento,pagos_puntuales,pagos_atrasados,defaults,atraso_max_periodos,defaults_tras_cobro,antiguedad_periodos,disputas_perdidas,incumplio
1000000,5,0,0,0,0,5,0,0
833333,4,1,1,938168,1,6,0,1
857142,5,1,1,575718,1,7,0,0
800000,3,1,1,1445263,1,5,0,1
1000000,5,0,0,0,0,5,0,0
428571,0,3,4,1212404,4,7,0,1
1000000,6,0,0,0,0,6,0,0
750000,2,1,1,1005214,0,4,0,0
750000,2,1,1,1090509,1,4,0,1
1000000,5,0,0,0,0,5,0,0
625000,3,2,3,1083539,2,8,0,1
0,0,0,1,0,0,1,0,0
1000000,5,0,0,0,0,5,0,0
1000000,3,1,0,1480164,0,4,0,0
333333,0,1,2,140249,2,3,3,0
875000,6,1,1,1362157,0,8,0,0
1000000,3,0,0,0,0,3,0,0
750000,5,1,2,435083,1,8,0,0
750000,3,0,1,0,0,4,0,0
1000000,1,0,0,0,0,1,0,0
571428,1,3,3,1921484,2,7,0,1
1000000,3,0,0,0,0,3,0,0
1000000,4,0,0,0,0,4,0,0
1000000,4,1,0,800474,0,5,0,0
1000000,5,1,0,1176267,0,6,0,0
375000,0,3,5,1210274,4,8,0,0
833333,5,0,1,0,0,6,0,0
1000000,0,0,0,0,0,0,0,0
714285,0,5,2,2204572,0,7,0,0
750000,3,0,1,0,1,4,0,0
1000000,4,0,0,0,0,4,0,0
1000000,6,1,0,73659,0,7,0,0
571428,3,1,3,150485,3,7,0,1
1000000,6,1,0,270071,0,7,0,0
625000,3,2,3,963774,2,8,1,0
666666,1,1,1,339908,0,3,0,0
333333,1,0,2,0,0,3,0,0
1000000,5,1,0,458468,0,6,0,0
1000000,4,2,0,1144451,0,6,0,0
1000000,4,2,0,1237870,0,6,0,0
625000,5,0,3,0,1,8,0,0
750000,3,3,2,1571156,1,8,0,0
1000000,5,0,0,0,0,5,0,0
1000000,3,0,0,0,0,3,0,0
600000,3,0,2,0,2,5,0,0
666666,1,1,1,897520,0,3,0,0
1000000,5,0,0,0,0,5,0,0
1000000,2,0,0,0,0,2,0,0
857142,4,2,1,953652,1,7,0,0
1000000,1,0,0,0,0,1,0,0
571428,2,2,3,308274,3,7,0,0
666666,2,0,1,0,0,3,0,0
857142,6,0,1,0,0,7,0,0
1000000,6,0,0,0,0,6,0,0
500000,1,0,1,0,1,2,0,1
1000000,1,0,0,0,0,1,0,0
1000000,2,3,0,944312,0,5,0,0
714285,4,1,2,1332722,0,7,0,0
750000,6,0,2,0,2,8,0,0
714285,2,3,2,882441,2,7,0,1
1000000,1,0,0,0,0,1,0,0
1000000,5,0,0,0,0,5,0,0
500000,2,1,3,1183316,0,6,2,1
1000000,4,1,0,760111,0,5,0,0
1000000,1,1,0,393567,0,2,0,0
750000,3,0,1,0,1,4,0,0
1000000,0,0,0,0,0,0,0,0
1000000,8,0,0,0,0,8,0,0
1000000,3,0,0,0,0,3,0,0
1000000,4,0,0,0,0,4,0,0
1000000,3,1,0,341247,0,4,0,0
1000000,4,2,0,717526,0,6,0,0
800000,4,0,1,0,1,5,0,0
625000,2,3,3,1804330,2,8,0,1
500000,0,1,1,1035635,1,2,0,1
750000,3,0,1,0,0,4,0,0
1000000,8,0,0,0,0,8,0,0
1000000,3,0,0,0,0,3,0,0
1000000,7,1,0,696328,0,8,0,0
1000000,3,1,0,337144,0,4,0,0
800000,3,1,1,57408,0,5,2,0
1000000,1,2,0,1224027,0,3,0,0
833333,5,0,1,0,0,6,0,0
1000000,6,1,0,647751,0,7,0,0
833333,5,0,1,0,1,6,0,0
833333,3,2,1,1785568,0,6,0,0
875000,7,0,1,0,1,8,0,0
1000000,6,0,0,0,0,6,0,0
800000,4,0,1,0,0,5,0,0
500000,1,2,3,1376079,1,6,0,0
875000,7,0,1,0,1,8,0,0
1000000,4,1,0,1124587,0,5,0,0
875000,6,1,1,192653,1,8,0,0
833333,4,1,1,1485285,0,6,0,0
750000,3,0,1,0,1,4,0,0
500000,1,3,4,2393448,3,8,0,1
1000000,2,0,0,0,0,2,0,0
1000000,2,0,0,0,0,2,0,0
571428,0,4,3,1102256,3,7,0,1
833333,3,2,1,1006569,1,6,0,0
666666,3,1,2,1314691,0,6,0,0
1000000,7,1,0,1030681,0,8,0,0
857142,6,0,1,0,0,7,0,0
875000,7,0,1,0,0,8,0,0
1000000,2,0,0,0,0,2,0,0
750000,4,2,2,130353,1,8,0,0
714285,2,3,2,814853,1,7,0,0
666666,2,0,1,0,0,3,0,0
666666,2,0,1,0,0,3,0,0
1000000,3,1,0,673097,0,4,0,0
666666,2,0,1,0,1,3,0,0
714285,3,2,2,1932463,0,7,3,0
666666,2,0,1,0,1,3,0,0
1000000,5,0,0,0,0,5,1,0
1000000,6,2,0,659812,0,8,0,0
1000000,6,0,0,0,0,6,0,0
1000000,0,0,0,0,0,0,0,0
1000000,6,2,0,720360,0,8,0,0
1000000,6,0,0,0,0,6,0,0
1000000,2,1,0,293151,0,3,0,1
875000,7,0,1,0,1,8,0,0
875000,7,0,1,0,1,8,0,0
428571,3,0,4,0,1,7,0,0
750000,5,1,2,1098119,2,8,0,0
1000000,7,1,0,838956,0,8,0,0
875000,4,3,1,1038119,1,8,0,0
714285,2,3,2,2166618,1,7,0,1
750000,0,3,1,803819,1,4,0,0
500000,3,1,4,1007316,1,8,0,1
714285,4,1,2,1983085,0,7,0,0
1000000,1,0,0,0,0,1,0,0
571428,4,0,3,0,2,7,0,0
857142,2,4,1,1742641,0,7,0,0
750000,3,0,1,0,0,4,0,0
750000,6,0,2,0,0,8,0,0
0,0,0,5,0,3,5,0,1
500000,2,2,4,1161530,4,8,0,1
1000000,5,0,0,0,0,5,0,0
571428,3,1,3,749324,3,7,0,0
875000,7,0,1,0,0,8,0,0
1000000,3,1,0,809224,0,4,0,0
1000000,2,0,0,0,0,2,0,0
1000000,6,1,0,941033,0,7,0,0
1000000,6,0,0,0,0,6,0,0
375000,3,0,5,0,2,8,0,0
750000,3,0,1,0,0,4,0,0
1000000,4,2,0,216321,0,6,0,1
1000000,5,0,0,0,0,5,0,0
1000000,1,0,0,0,0,1,0,0
857142,6,0,1,0,0,7,0,0
1000000,0,2,0,994597,0,2,0,0
875000,6,1,1,295918,1,8,0,0
500000,2,0,2,0,1,4,0,0
666666,2,2,2,1650776,2,6,0,0
750000,2,1,1,448365,1,4,0,1
1000000,7,0,0,0,0,7,0,0
857142,4,2,1,320781,1,7,0,0
1000000,2,1,0,1091959,0,3,0,0
1000000,3,2,0,1192572,0,5,0,0
750000,5,1,2,1471022,2,8,0,0
625000,4,1,3,134966,1,8,0,1
750000,6,0,2,0,0,8,0,0
800000,4,0,1,0,0,5,0,0
1000000,6,1,0,36424,0,7,0,0
800000,4,0,1,0,1,5,0,0
1000000,3,0,0,0,0,3,0,0
1000000,6,1,0,1100919,0,7,0,0
666666,3,1,2,1279877,0,6,0,0
750000,4,2,2,366511,2,8,2,0
625000,5,0,3,0,2,8,0,0
714285,4,1,2,1087613,1,7,0,0
800000,4,0,1,0,0,5,0,0
800000,3,1,1,291812,0,5,0,0
1000000,2,1,0,465420,0,3,3,0
500000,2,1,3,1183525,3,6,0,0
600000,3,0,2,0,2,5,0,1
625000,5,0,3,0,1,8,2,0
500000,0,1,1,1424323,0,2,0,0
1000000,4,0,0,0,0,4,0,0
375000,3,0,5,0,4,8,0,1
1000000,2,1,0,1425685,0,3,0,0
1000000,1,0,0,0,0,1,0,0
1000000,7,0,0,0,0,7,0,0
0,0,0,1,0,0,1,0,0
1000000,1,2,0,723199,0,3,0,0
1000000,6,2,0,390168,0,8,0,0
857142,5,1,1,640714,1,7,0,0
800000,4,0,1,0,0,5,0,0
1000000,3,3,0,1308107,0,6,0,0
1000000,0,0,0,0,0,0,0,0
250000,0,2,6,2169132,6,8,0,0
875000,6,1,1,124035,1,8,0,0
1000000,6,0,0,0,0,6,2,0
1000000,2,1,0,523595,0,3,0,0
500000,1,0,1,0,0,2,0,0
500000,2,0,2,0,2,4,0,1
400000,1,1,3,220595,3,5,0,0
500000,0,1,1,401083,0,2,0,0
750000,2,4,2,1170170,1,8,0,0
1000000,4,0,0,0,0,4,0,0
1000000,0,3,0,1753588,0,3,0,0
875000,3,4,1,1456725,0,8,0,0
600000,2,1,2,140493,0,5,0,0
333333,0,2,4,2040433,3,6,0,0
1000000,3,1,0,1263516,0,4,2,0
875000,5,2,1,852712,1,8,0,0
875000,5,2,1,1656938,0,8,0,0
666666,2,2,2,1192754,2,6,0,0
833333,3,2,1,1166998,1,6,0,0
1000000,6,1,0,854443,0,7,0,0
1000000,4,1,0,520496,0,5,0,0
666666,4,0,2,0,0,6,0,0
1000000,1,0,0,0,0,1,2,0
875000,7,0,1,0,1,8,0,0
1000000,4,0,0,0,0,4,0,0
750000,5,1,2,929764,0,8,0,0
571428,3,1,3,1483732,1,7,0,1
875000,6,1,1,666512,1,8,0,0
1000000,3,1,0,1161110,0,4,0,1
1000000,2,1,0,294240,0,3,0,0
714285,4,1,2,367591,2,7,0,0
500000,1,0,1,0,0,2,0,0
666666,1,1,1,787231,0,3,0,0
1000000,3,1,0,22672,0,4,0,0
1000000,2,0,0,0,0,2,0,0
750000,4,2,2,2149243,1,8,3,1
833333,5,0,1,0,0,6,0,0
1000000,4,0,0,0,0,4,0,0
800000,3,1,1,1876056,1,5,0,0
750000,2,1,1,2233605,0,4,0,0
800000,3,1,1,590175,1,5,0,0
833333,4,1,1,171992,1,6,0,0
500000,1,0,1,0,0,2,0,0
750000,2,4,2,1791993,1,8,0,0
666666,1,3,2,1450686,2,6,0,0
800000,4,0,1,0,0,5,0,0
714285,5,0,2,0,2,7,0,0
800000,4,0,1,0,0,5,3,0
500000,3,0,3,0,0,6,1,0
1000000,5,2,0,556838,0,7,0,0
1000000,4,0,0,0,0,4,0,0
400000,1,1,3,619562,2,5,0,1
833333,2,3,1,1975048,0,6,0,0
1000000,4,1,0,861503,0,5,0,0
666666,4,0,2,0,0,6,0,0
600000,2,1,2,484330,0,5,0,0
1000000,6,0,0,0,0,6,0,0
833333,4,1,1,567693,1,6,0,0
500000,0,2,2,1501117,0,4,0,0
250000,1,0,3,0,2,4,0,1
1000000,4,1,0,644550,0,5,0,0
800000,3,1,1,959373,1,5,0,0
750000,4,2,2,1306836,0,8,0,0
857142,4,2,1,702505,1,7,0,0
857142,6,0,1,0,0,7,0,0
857142,6,0,1,0,1,7,0,0
1000000,3,0,0,0,0,3,0,0
600000,3,0,2,0,0,5,0,0
714285,3,2,2,1308509,0,7,3,0
1000000,6,1,0,121676,0,7,0,0
400000,1,1,3,299397,1,5,0,0
875000,7,0,1,0,1,8,2,0
428571,1,2,4,1707096,4,7,0,0
857142,5,1,1,944652,1,7,0,0
857142,6,0,1,0,1,7,0,0
1000000,5,0,0,0,0,5,0,0
1000000,1,0,0,0,0,1,0,0
714285,3,2,2,588664,0,7,0,0
875000,7,0,1,0,1,8,0,0
333333,1,0,2,0,0,3,3,1
1000000,1,1,0,269477,0,2,0,0
625000,3,2,3,469926,3,8,0,1
800000,3,1,1,280186,1,5,0,0
1000000,1,2,0,923612,0,3,0,0
571428,0,4,3,1440948,3,7,0,1
500000,2,0,2,0,1,4,0,0
800000,0,4,1,1051416,1,5,0,0
1000000,3,2,0,876059,0,5,0,0
250000,0,1,3,2319664,2,4,0,0
666666,3,1,2,1027534,0,6,0,0
333333,0,2,4,1113150,3,6,0,1
285714,1,1,5,724873,5,7,0,0
1000000,4,0,0,0,0,4,0,0
857142,4,2,1,1184175,0,7,0,0
1000000,7,1,0,37510,0,8,0,0
1000000,5,1,0,540849,0,6,0,0
625000,4,1,3,2082247,0,8,0,1
1000000,3,1,0,2001629,0,4,0,0
1000000,5,1,0,439892,0,6,0,0
1000000,1,0,0,0,0,1,0,0
1000000,4,0,0,0,0,4,0,0
1000000,2,1,0,362725,0,3,0,0
428571,2,1,4,1117643,0,7,0,0
625000,5,0,3,0,2,8,0,0
428571,1,2,4,704420,4,7,0,1
714285,4,1,2,2068574,0,7,0,1
750000,5,1,2,127434,2,8,0,0
750000,0,6,2,1205875,2,8,0,0
1000000,5,0,0,0,0,5,0,0
875000,7,0,1,0,0,8,0,0
1000000,4,1,0,616352,0,5,0,0
875000,6,1,1,946279,1,8,0,1
1000000,5,0,0,0,0,5,0,0
1000000,6,2,0,1071979,0,8,0,0
833333,5,0,1,0,1,6,0,0
857142,5,1,1,65859,1,7,0,0
857142,5,1,1,761578,1,7,0,0
1000000,2,0,0,0,0,2,0,0
833333,4,1,1,710624,1,6,0,0
833333,5,0,1,0,0,6,0,0
1000000,2,1,0,661553,0,3,0,0
600000,2,1,2,206731,2,5,0,0
1000000,6,0,0,0,0,6,1,0
500000,0,2,2,830028,1,4,0,0
500000,2,2,4,1505582,2,8,0,0
1000000,7,0,0,0,0,7,1,0
1000000,5,0,0,0,0,5,0,0
1000000,5,1,0,253127,0,6,0,0
600000,1,2,2,1635998,2,5,0,0
833333,4,1,1,522922,1,6,0,1
1000000,7,0,0,0,0,7,0,0
1000000,5,1,0,177628,0,6,0,0
500000,2,2,4,594209,4,8,0,1
1000000,4,0,0,0,0,4,0,0
1000000,4,1,0,15168,0,5,0,0
1000000,8,0,0,0,0,8,0,0
1000000,4,0,0,0,0,4,0,0
750000,3,0,1,0,0,4,0,0
1000000,1,1,0,410890,0,2,0,0
1000000,6,2,0,728990,0,8,0,0
625000,3,2,3,1289080,2,8,0,1
333333,1,0,2,0,0,3,0,0
250000,0,2,6,821353,5,8,0,0
333333,0,1,2,2502989,0,3,0,1
833333,4,1,1,446929,0,6,0,0
400000,1,1,3,992729,3,5,0,0
1000000,4,0,0,0,0,4,0,0
1000000,8,0,0,0,0,8,0,0
1000000,4,0,0,0,0,4,0,0
857142,6,0,1,0,1,7,0,0
0,0,0,1,0,0,1,0,0
1000000,1,0,0,0,0,1,0,0
833333,2,3,1,496787,1,6,0,0
1000000,2,1,0,298774,0,3,2,0
857142,6,0,1,0,0,7,0,0
1000000,1,0,0,0,0,1,0,0
857142,6,0,1,0,0,7,2,0
857142,5,1,1,311589,0,7,0,0
800000,4,0,1,0,0,5,0,0
750000,3,0,1,0,0,4,0,0
1000000,2,3,0,1221346,0,5,0,1
1000000,6,0,0,0,0,6,0,0
666666,1,3,2,1047979,1,6,0,0
1000000,2,0,0,0,0,2,0,0
875000,7,0,1,0,0,8,0,0
375000,3,0,5,0,5,8,0,1
875000,5,2,1,732592,0,8,0,0
1000000,5,1,0,1080560,0,6,0,0
666666,2,2,2,1375775,1,6,0,1
833333,5,0,1,0,1,6,0,0
714285,5,0,2,0,2,7,0,0
571428,3,1,3,1007957,3,7,0,0
1000000,2,0,0,0,0,2,0,0
600000,1,2,2,1282394,2,5,0,1
666666,2,2,2,1514625,2,6,0,1
500000,1,2,3,2670206,1,6,0,0
1000000,4,2,0,802419,0,6,3,0
1000000,5,0,0,0,0,5,0,0
1000000,2,0,0,0,0,2,0,0
1000000,4,0,0,0,0,4,0,0
750000,2,1,1,95695,0,4,0,0
666666,2,2,2,1478988,0,6,0,1
500000,1,2,3,1134072,1,6,0,1
1000000,3,0,0,0,0,3,0,0
500000,1,2,3,1330887,3,6,0,1
1000000,5,0,0,0,0,5,0,0
1000000,7,0,0,0,0,7,0,0
500000,3,0,3,0,0,6,0,0
750000,5,1,2,920023,1,8,0,1
1000000,6,0,0,0,0,6,0,0
1000000,3,0,0,0,0,3,0,0
1000000,5,0,0,0,0,5,2,0
800000,2,2,1,1459055,1,5,0,0
1000000,5,1,0,1354324,0,6,0,0
600000,1,2,2,1183767,0,5,0,0
333333,1,0,2,0,0,3,1,1
1000000,2,0,0,0,0,2,0,0
800000,3,1,1,1237554,0,5,0,0
1000000,8,0,0,0,0,8,0,0
1000000,8,0,0,0,0,8,0,0
1000000,7,0,0,0,0,7,0,0
750000,0,3,1,1538891,1,4,0,1
1000000,2,1,0,752075,0,3,0,0
1000000,6,0,0,0,0,6,0,0
857142,4,2,1,581827,0,7,0,0
1000000,8,0,0,0,0,8,0,0
800000,4,0,1,0,1,5,0,0
1000000,0,1,0,827927,0,1,0,0
1000000,5,1,0,991432,0,6,0,0
750000,5,1,2,367690,2,8,0,0
1000000,0,0,0,0,0,0,0,0
833333,4,1,1,442658,0,6,0,0
1000000,1,1,0,505283,0,2,0,0
625000,3,2,3,1597435,2,8,0,0
857142,5,1,1,1323646,0,7,0,0
800000,0,4,1,1373310,1,5,0,0
714285,4,1,2,1651212,1,7,0,0
750000,2,1,1,1596656,0,4,0,0
1000000,4,1,0,1832977,0,5,0,0
666666,2,0,1,0,0,3,0,0
571428,4,0,3,0,0,7,0,0
1000000,1,0,0,0,0,1,0,0
400000,1,1,3,604458,0,5,0,0
800000,3,1,1,1387472,0,5,0,0
1000000,4,1,0,845931,0,5,0,0
875000,7,0,1,0,0,8,0,0
1000000,4,1,0,170841,0,5,0,0
1000000,0,0,0,0,0,0,0,0
1000000,7,1,0,162611,0,8,0,0
500000,0,2,2,1238507,2,4,0,1
571428,4,0,3,0,3,7,0,0
833333,4,1,1,541648,1,6,0,1
1000000,8,0,0,0,0,8,0,0
1000000,6,0,0,0,0,6,0,0
1000000,3,0,0,0,0,3,0,0
1000000,2,3,0,1697826,0,5,0,0
500000,1,0,1,0,0,2,0,0
666666,0,4,2,1203573,2,6,0,1
1000000,5,0,0,0,0,5,0,0
857142,6,0,1,0,1,7,0,0
666666,1,1,1,1717252,1,3,0,1
333333,2,0,4,0,3,6,0,1
750000,3,0,1,0,1,4,0,0
1000000,6,0,0,0,0,6,0,0
1000000,2,0,0,0,0,2,0,0
1000000,4,2,0,962828,0,6,0,0
666666,2,0,1,0,0,3,0,0
857142,4,2,1,2085794,0,7,0,1
750000,3,3,2,1824953,1,8,0,0
875000,5,2,1,849255,0,8,0,0
333333,2,0,4,0,2,6,0,1
500000,1,2,3,2319155,0,6,0,0
1000000,6,2,0,1410869,0,8,0,0
666666,2,2,2,893036,2,6,0,1
375000,1,2,5,1108653,4,8,0,1
1000000,7,0,0,0,0,7,0,0
857142,4,2,1,1104340,1,7,0,1
600000,1,2,2,667056,0,5,0,0
250000,0,1,3,1046478,3,4,0,1
1000000,3,0,0,0,0,3,0,0
833333,1,4,1,689362,1,6,0,1
750000,3,0,1,0,0,4,0,0
1000000,6,1,0,263516,0,7,0,0
857142,6,0,1,0,1,7,0,0
750000,3,0,1,0,0,4,0,0
1000000,3,0,0,0,0,3,0,0
1000000,5,2,0,600529,0,7,0,0
625000,4,1,3,1713378,0,8,3,0
833333,5,0,1,0,1,6,0,0
1000000,6,0,0,0,0,6,0,0
666666,2,2,2,955542,0,6,0,1
714285,1,4,2,1585545,2,7,0,0
1000000,3,3,0,1793194,0,6,0,0
750000,3,0,1,0,0,4,0,0
500000,2,0,2,0,0,4,0,1
1000000,3,1,0,117245,0,4,3,0
666666,4,0,2,0,0,6,0,0
800000,1,3,1,606717,0,5,0,0
1000000,8,0,0,0,0,8,0,0
1000000,0,0,0,0,0,0,0,0
666666,2,2,2,1327041,0,6,0,1
1000000,4,1,0,293738,0,5,0,0
1000000,7,0,0,0,0,7,0,0
750000,3,0,1,0,1,4,0,0
1000000,6,0,0,0,0,6,0,0
857142,2,4,1,678658,1,7,0,1
1000000,2,0,0,0,0,2,0,0
1000000,4,0,0,0,0,4,0,0
1000000,7,1,0,935341,0,8,0,0
714285,4,1,2,551709,1,7,0,0
857142,3,3,1,901245,0,7,0,1
857142,6,0,1,0,0,7,0,0
750000,6,0,2,0,2,8,0,0
1000000,3,1,0,468760,0,4,0,0
1000000,8,0,0,0,0,8,0,0
857142,5,1,1,786407,1,7,0,0
714285,1,4,2,2142730,1,7,0,1
857142,6,0,1,0,0,7,0,0
500000,2,0,2,0,1,4,0,0
857142,5,1,1,450852,1,7,0,0
1000000,0,0,0,0,0,0,0,0
500000,1,2,3,980423,3,6,0,0
1000000,1,3,0,1080322,0,4,0,0
600000,1,2,2,536970,0,5,0,1
1000000,6,1,0,1283220,0,7,0,0
875000,5,2,1,660255,1,8,0,0
1000000,2,0,0,0,0,2,0,0
1000000,3,0,0,0,0,3,0,0
1000000,3,0,0,0,0,3,0,0
500000,3,0,3,0,0,6,0,0
500000,0,1,1,1844328,0,2,0,0
200000,0,1,4,953473,0,5,0,1
500000,2,2,4,1520922,2,8,0,1
1000000,3,0,0,0,0,3,0,0
1000000,1,0,0,0,0,1,0,0
666666,3,1,2,435809,0,6,0,0
875000,5,2,1,1576369,0,8,0,0
1000000,3,1,0,258730,0,4,0,0
750000,2,1,1,1050623,0,4,0,0
1000000,7,1,0,1024328,0,8,0,0
1000000,5,2,0,2346852,0,7,0,1
500000,2,1,3,1785551,3,6,0,1
1000000,4,0,0,0,0,4,0,0
750000,3,0,1,0,0,4,0,0
750000,0,3,1,1210748,0,4,3,1
500000,2,0,2,0,0,4,0,0
1000000,7,1,0,790242,0,8,0,0
666666,2,0,1,0,0,3,0,0
800000,4,0,1,0,1,5,0,0
1000000,0,4,0,1607967,0,4,0,1
1000000,3,0,0,0,0,3,0,0
1000000,3,3,0,1228026,0,6,0,0
666666,2,0,1,0,1,3,0,0
666666,3,1,2,963117,1,6,0,0
714285,4,1,2,166936,0,7,0,0
1000000,3,0,0,0,0,3,0,0
0,0,0,2,0,2,2,0,0
750000,2,1,1,1066737,0,4,2,1
833333,5,0,1,0,0,6,0,0
1000000,8,0,0,0,0,8,0,0
666666,1,1,1,494971,1,3,0,0
714285,1,4,2,954038,2,7,0,1
714285,1,4,2,1575735,2,7,0,1
1000000,4,0,0,0,0,4,0,0
1000000,6,1,0,393054,0,7,0,0
1000000,3,0,0,0,0,3,0,0
1000000,6,1,0,894730,0,7,0,0
800000,3,1,1,2065429,0,5,0,0
666666,1,3,2,504142,1,6,0,0
600000,1,2,2,2157451,1,5,0,0
875000,5,2,1,1789850,1,8,0,0
750000,5,1,2,854037,1,8,0,0
875000,4,3,1,924849,0,8,0,0
750000,4,2,2,1036553,2,8,0,1
625000,5,0,3,0,2,8,0,0
1000000,5,0,0,0,0,5,0,0
1000000,2,1,0,834347,0,3,0,0
875000,5,2,1,689220,1,8,3,0
1000000,4,1,0,737201,0,5,0,0
666666,2,0,1,0,0,3,0,0
1000000,3,0,0,0,0,3,0,0
714285,1,4,2,742707,2,7,0,0
1000000,2,0,0,0,0,2,0,1
500000,2,2,4,1049568,3,8,3,1
1000000,8,0,0,0,0,8,0,0
625000,3,2,3,2561600,0,8,0,1
600000,1,2,2,1300288,2,5,0,0
1000000,2,1,0,128064,0,3,0,0
1000000,2,2,0,238892,0,4,0,0
666666,1,1,1,1797482,1,3,0,1
1000000,4,1,0,763710,0,5,0,0
1000000,3,0,0,0,0,3,0,0
750000,3,0,1,0,0,4,1,0
714285,4,1,2,397620,1,7,0,0
333333,2,0,4,0,0,6,0,1
1000000,6,0,0,0,0,6,0,0
666666,4,0,2,0,0,6,0,0
1000000,2,2,0,1060236,0,4,0,1
750000,4,2,2,940781,2,8,0,0
833333,2,3,1,825556,0,6,0,0
625000,3,2,3,1332798,2,8,0,0
1000000,6,1,0,38666,0,7,0,1
1000000,1,1,0,609637,0,2,0,0
666666,4,0,2,0,1,6,0,0
875000,6,1,1,670907,1,8,0,0
666666,2,0,1,0,1,3,0,0
857142,5,1,1,759693,1,7,0,0
1000000,7,0,0,0,0,7,0,0
1000000,7,1,0,457863,0,8,0,0
875000,6,1,1,275707,1,8,0,0
625000,5,0,3,0,3,8,0,0
666666,4,0,2,0,2,6,0,0
750000,6,0,2,0,2,8,0,0
1000000,7,0,0,0,0,7,0,0
500000,2,0,2,0,0,4,0,0
1000000,8,0,0,0,0,8,0,0
1000000,1,0,0,0,0,1,0,0
800000,4,0,1,0,0,5,0,0
500000,2,2,4,261423,3,8,3,1
625000,2,3,3,1317949,3,8,0,0
428571,0,3,4,960138,4,7,0,0
750000,2,1,1,578319,1,4,0,0
1000000,3,0,0,0,0,3,0,0
1000000,6,2,0,1181174,0,8,0,0
1000000,5,0,0,0,0,5,0,0
1000000,5,0,0,0,0,5,0,0
750000,4,2,2,548133,0,8,0,0
857142,6,0,1,0,0,7,0,0
875000,4,3,1,584349,1,8,0,0
1000000,5,0,0,0,0,5,0,0
875000,7,0,1,0,1,8,0,0
714285,5,0,2,0,2,7,0,0
857142,5,1,1,1047775,0,7,0,0
833333,3,2,1,812599,0,6,0,0
1000000,4,0,0,0,0,4,0,0
1000000,4,1,0,741994,0,5,0,0
750000,0,3,1,1203063,1,4,0,0
500000,0,2,2,751194,2,4,2,1
800000,4,0,1,0,0,5,0,0
1000000,6,1,0,383933,0,7,1,0
875000,7,0,1,0,1,8,2,0
833333,3,2,1,1527784,0,6,0,0
1000000,6,2,0,1035466,0,8,0,1
500000,1,1,2,943663,0,4,0,1
1000000,5,2,0,1295785,0,7,0,0
750000,3,0,1,0,0,4,0,0
428571,1,2,4,1480398,3,7,0,1
1000000,2,1,0,885644,0,3,0,0
1000000,3,2,0,1153650,0,5,0,0
500000,3,1,4,595860,3,8,0,0
800000,4,0,1,0,0,5,0,0
571428,4,0,3,0,0,7,0,0
500000,1,1,2,609906,0,4,0,0
625000,5,0,3,0,2,8,0,0
1000000,5,2,0,1150616,0,7,0,0
857142,3,3,1,2283360,1,7,0,0
1000000,4,1,0,542024,0,5,0,0
1000000,4,0,0,0,0,4,0,0
750000,3,3,2,1514244,0,8,0,0
500000,2,0,2,0,0,4,0,0
1000000,4,1,0,840616,0,5,0,0
666666,2,0,1,0,0,3,0,0
666666,2,0,1,0,0,3,0,0
714285,5,0,2,0,2,7,0,0
750000,2,1,1,1888512,0,4,0,0
1000000,6,0,0,0,0,6,0,0
833333,4,1,1,1009386,0,6,0,0
800000,4,0,1,0,1,5,0,1
1000000,7,0,0,0,0,7,0,0
875000,7,0,1,0,1,8,0,0
800000,2,2,1,1264557,1,5,0,0
1000000,8,0,0,0,0,8,0,0
1000000,1,4,0,866393,0,5,0,0
875000,6,1,1,1027915,1,8,0,0
1000000,2,1,0,793160,0,3,3,0
1000000,5,1,0,888000,0,6,0,0
833333,4,1,1,982162,0,6,0,0
500000,0,3,3,410878,3,6,0,0
714285,5,0,2,0,2,7,0,0
833333,4,1,1,669917,0,6,0,0
875000,6,1,1,56395,1,8,0,0
1000000,4,0,0,0,0,4,0,0
1000000,3,1,0,108185,0,4,0,0
571428,2,2,3,1455798,2,7,0,0
1000000,4,1,0,1181966,0,5,0,0
833333,5,0,1,0,1,6,0,0
500000,1,0,1,0,0,2,0,0
875000,2,5,1,1362434,1,8,0,1
1000000,4,0,0,0,0,4,0,0
1000000,7,1,0,1300482,0,8,0,0
1000000,4,1,0,47565,0,5,0,0
875000,4,3,1,1695601,0,8,0,0
1000000,2,3,0,865226,0,5,0,0
875000,6,1,1,934436,0,8,0,0
1000000,3,1,0,1299765,0,4,0,0
750000,3,0,1,0,1,4,0,0
1000000,3,1,0,916124,0,4,0,0
833333,5,0,1,0,1,6,0,0
1000000,3,0,0,0,0,3,0,0
625000,3,2,3,1293325,2,8,0,0
1000000,5,1,0,77393,0,6,0,0
857142,5,1,1,257448,0,7,0,0
1000000,5,0,0,0,0,5,0,0
1000000,4,0,0,0,0,4,0,0
500000,2,2,4,1763003,4,8,0,1
1000000,6,0,0,0,0,6,0,0
1000000,7,1,0,894311,0,8,0,0
1000000,5,0,0,0,0,5,0,0
1000000,2,1,0,1277505,0,3,0,1
1000000,3,0,0,0,0,3,0,0
750000,3,0,1,0,0,4,0,0
1000000,4,0,0,0,0,4,0,0
833333,4,1,1,654179,0,6,0,0
285714,0,2,5,1124464,4,7,0,0
500000,1,3,4,2291516,4,8,0,1
875000,4,3,1,1122849,1,8,0,0
800000,3,1,1,159935,1,5,0,0
800000,4,0,1,0,0,5,0,0
